epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1500.01,1.82198,2.05763,1.73934,0.51748,0.54218,0.51958,0.28503,1.534,1.51411,1.55589,0.001,0.001,0.001
